OpenTime,ETH-USD_Open,ETH-USD_High,ETH-USD_Low,ETH-USD_Close,ETH-USD_volume,CloseTime,ETH-QuoteAssetVolume,ETH-NumberOfTrades,ETH-TBBAV,ETH-TBQAV,ETH-ignore,BTC-USD_Open,BTC-USD_High,BTC-USD_Low,BTC-USD_Close,BTC-USD_volume,BTC-QuoteAssetVolume,BTC-NumberOfTrades,BTC-TBBAV,BTC-TBQAV,BTC-ignore
2022-09-15 20:39:00,1466.12,1466.22,1463.25,1463.58,398.7021,2022-09-15 20:39:59.999,584228.641176,608.0,166.0208,243237.173501,0.0,19713.95,19716.64,19692.61,19697.5,191.03486,3764554.1797969,3933.0,99.45039,1959671.1641945,0.0
2022-09-15 20:40:00,1463.58,1468.38,1462.78,1468.34,486.1009,2022-09-15 20:40:59.999,712856.075965,805.0,305.6893,448216.075998,0.0,19698.6,19723.6,19691.65,19723.41,241.35869,4757506.8263594,4941.0,114.66018,2260091.6637766,0.0
2022-09-15 20:41:00,1468.34,1470.81,1467.45,1470.6,418.4443,2022-09-15 20:41:59.999,614777.583586,724.0,333.8674,490506.735304,0.0,19722.12,19743.74,19717.68,19741.37,203.19644,4009468.0341035,4101.0,103.72086,2046638.7327356,0.0
2022-09-15 20:42:00,1470.6,1471.77,1470.14,1470.44,611.6296,2022-09-15 20:42:59.999,899554.349231,656.0,374.4236,550662.197911,0.0,19741.35,19741.47,19727.91,19728.65,190.59039,3761427.6945719,3627.0,88.66871,1750014.2455233,0.0
2022-09-15 20:43:00,1470.43,1472.45,1470.38,1472.0,233.4065,2022-09-15 20:43:59.999,343465.952175,534.0,142.2959,209356.215963,0.0,19728.65,19740.95,19726.45,19734.19,185.32316,3657302.7430528,3135.0,113.86327,2247034.9870494,0.0
2022-09-15 20:44:00,1472.01,1472.41,1470.96,1471.63,191.0972,2022-09-15 20:44:59.999,281229.576088,488.0,91.4281,134537.761332,0.0,19734.19,19738.18,19721.04,19731.31,176.8405,3489169.1315814,3169.0,78.79623,1554738.2796283,0.0
2022-09-15 20:45:00,1471.64,1471.64,1468.11,1469.44,289.9018,2022-09-15 20:45:59.999,426010.78795,669.0,129.249,189886.015578,0.0,19731.31,19731.31,19708.79,19717.35,224.77275,4432027.3374776,3935.0,123.18626,2428990.126782,0.0
2022-09-15 20:46:00,1469.45,1472.63,1469.44,1472.25,303.7587,2022-09-15 20:46:59.999,446991.701041,549.0,195.4573,287558.17913,0.0,19717.35,19743.35,19716.64,19740.74,202.68195,3999132.3422259,3790.0,110.36308,2177700.8513086,0.0
2022-09-15 20:47:00,1472.24,1473.0,1470.87,1472.92,266.8984,2022-09-15 20:47:59.999,392856.439746,484.0,150.3447,221303.305539,0.0,19740.62,19748.07,19731.9,19744.74,186.83726,3687935.5489831,3349.0,94.77444,1870734.9272684,0.0
2022-09-15 20:48:00,1472.93,1474.19,1472.34,1473.22,460.8426,2022-09-15 20:48:59.999,678988.89374,722.0,301.0541,443525.526051,0.0,19745.78,19749.98,19733.09,19733.76,181.86974,3589919.7317974,3469.0,85.5187,1688054.1705658,0.0
2022-09-15 20:49:00,1473.22,1475.41,1472.39,1474.67,378.3947,2022-09-15 20:49:59.999,557692.254379,657.0,284.9268,419946.559276,0.0,19733.76,19755.57,19730.0,19746.81,209.70701,4140225.1775103,3516.0,112.77501,2226543.0791035,0.0
2022-09-15 20:50:00,1474.67,1475.51,1473.38,1473.8,356.2763,2022-09-15 20:50:59.999,525319.671927,533.0,127.156,187480.078737,0.0,19745.97,19753.94,19737.62,19744.84,160.26283,3164321.390501,3113.0,84.22017,1662958.4508002,0.0
2022-09-15 20:51:00,1473.8,1475.66,1472.69,1475.14,339.3421,2022-09-15 20:51:59.999,500300.143128,662.0,236.3095,348370.958663,0.0,19744.84,19754.77,19738.25,19744.07,181.62664,3586390.2118144,3412.0,82.40835,1627223.9477151,0.0
2022-09-15 20:52:00,1475.13,1478.58,1475.13,1478.29,692.4184,2022-09-15 20:52:59.999,1022821.609786,1019.0,466.5076,689124.017471,0.0,19744.51,19762.96,19743.45,19759.72,219.82067,4342332.0209891,4009.0,125.6739,2482587.6220187,0.0
2022-09-15 20:53:00,1478.3,1479.71,1477.37,1478.79,463.6111,2022-09-15 20:53:59.999,685462.446241,925.0,354.4063,523996.140485,0.0,19760.39,19773.55,19754.84,19771.77,245.91735,4860501.9459354,4632.0,131.66681,2602402.6626155,0.0
2022-09-15 20:54:00,1478.8,1479.47,1477.72,1478.86,346.9755,2022-09-15 20:54:59.999,513079.122676,711.0,157.6741,233144.276472,0.0,19771.6,19781.03,19765.39,19772.63,215.54784,4262362.1090926,4046.0,105.5432,2087107.0513807,0.0
2022-09-15 20:55:00,1478.87,1479.08,1477.63,1478.46,385.2315,2022-09-15 20:55:59.999,569438.02299,673.0,206.8534,305754.280052,0.0,19772.63,19776.34,19762.13,19770.96,142.23044,2811695.4950066,3241.0,75.05303,1483703.4494513,0.0
2022-09-15 20:56:00,1478.46,1480.19,1478.01,1480.06,364.5783,2022-09-15 20:56:59.999,539319.625558,641.0,210.9742,312089.864402,0.0,19771.28,19780.44,19763.22,19774.84,139.88287,2765917.8585745,2928.0,70.52431,1394506.7591285,0.0
2022-09-15 20:57:00,1480.07,1482.62,1479.92,1480.0,800.0649,2022-09-15 20:57:59.999,1184754.111067,1086.0,462.5326,684943.668068,0.0,19775.98,19786.09,19770.34,19770.93,148.47234,2936482.7129742,3464.0,77.96019,1541896.4018879,0.0
2022-09-15 20:58:00,1479.99,1483.33,1479.48,1482.65,939.0247,2022-09-15 20:58:59.999,1391563.48091,980.0,490.4311,726578.331158,0.0,19771.65,19788.48,19761.21,19784.69,225.10289,4451453.0209917,4399.0,118.07528,2335071.668467,0.0
2022-09-15 20:59:00,1482.64,1482.97,1481.64,1482.97,479.5129,2022-09-15 20:59:59.999,710741.197861,845.0,340.5636,504782.505142,0.0,19784.68,19788.74,19776.58,19786.41,150.80237,2983180.5203213,2853.0,74.01411,1464209.9326572,0.0
2022-09-15 21:00:00,1482.97,1483.35,1476.7,1477.52,1371.2964,2022-09-15 21:00:59.999,2028071.259913,1573.0,478.3827,707424.88303,0.0,19787.46,19791.25,19769.33,19775.98,262.03508,5183162.4591868,5348.0,145.44177,2876998.9011527,0.0
2022-09-15 21:01:00,1477.53,1480.22,1477.35,1479.82,287.0914,2022-09-15 21:01:59.999,424484.897955,488.0,156.5906,231564.219167,0.0,19775.98,19784.58,19772.16,19783.64,130.26674,2576423.7733048,2641.0,73.63039,1456243.5352516,0.0
2022-09-15 21:02:00,1479.82,1481.68,1479.81,1480.59,317.1904,2022-09-15 21:02:59.999,469625.261637,526.0,219.6187,325162.027131,0.0,19782.21,19793.62,19779.91,19788.93,126.38626,2500933.0936343,2527.0,62.68653,1240422.9026885,0.0
2022-09-15 21:03:00,1480.59,1480.79,1479.91,1480.5,167.766,2022-09-15 21:03:59.999,248360.193215,411.0,69.6036,103034.77875,0.0,19788.93,19798.87,19786.22,19792.03,142.74736,2825172.8131778,2989.0,78.15047,1546702.5801185,0.0
2022-09-15 21:04:00,1480.5,1480.74,1478.76,1478.76,249.8573,2022-09-15 21:04:59.999,369680.635983,607.0,116.4638,172317.450037,0.0,19791.17,19795.99,19783.19,19785.78,183.61438,3633664.1012529,2905.0,94.10805,1862400.1003444,0.0
2022-09-15 21:05:00,1478.77,1479.58,1477.98,1478.82,191.2027,2022-09-15 21:05:59.999,282742.29938,480.0,93.4437,138171.498177,0.0,19786.96,19796.52,19782.93,19791.7,156.60635,3099260.0165278,2979.0,81.04488,1603892.0955671,0.0
2022-09-15 21:06:00,1478.81,1480.46,1478.81,1480.05,257.8221,2022-09-15 21:06:59.999,381572.291907,454.0,166.6273,246604.649128,0.0,19791.15,19814.99,19790.61,19807.55,263.82699,5224396.531968,4221.0,156.42136,3097467.9529268,0.0
2022-09-15 21:07:00,1480.05,1480.05,1476.23,1476.34,346.2711,2022-09-15 21:07:59.999,511685.19786,715.0,142.7979,210959.791269,0.0,19808.87,19808.95,19785.44,19789.04,216.16107,4279479.7744998,3828.0,98.08435,1941886.5170305,0.0
2022-09-15 21:08:00,1476.33,1477.36,1475.02,1475.43,484.3572,2022-09-15 21:08:59.999,714882.334979,877.0,225.1694,332350.779786,0.0,19789.04,19791.61,19764.0,19771.15,220.08057,4352345.8595095,3921.0,103.60306,2048878.787039,0.0
2022-09-15 21:09:00,1475.43,1477.02,1474.61,1476.7,259.4182,2022-09-15 21:09:59.999,382827.068023,571.0,94.2671,139115.186203,0.0,19770.13,19778.02,19766.95,19774.95,147.50858,2916574.0520547,2785.0,82.52334,1631692.4928123,0.0
2022-09-15 21:10:00,1476.7,1477.43,1474.62,1474.84,336.3443,2022-09-15 21:10:59.999,496378.881181,671.0,162.3637,239563.190883,0.0,19774.95,19782.16,19756.54,19757.43,172.83763,3416693.2379293,3179.0,76.77974,1517831.928193,0.0
2022-09-15 21:11:00,1474.84,1477.16,1474.84,1477.0,300.629,2022-09-15 21:11:59.999,443759.18649,467.0,215.9499,318782.730506,0.0,19757.43,19782.03,19757.42,19778.32,151.04703,2986404.4727956,2904.0,85.76242,1695652.7445973,0.0
2022-09-15 21:12:00,1477.0,1477.03,1475.98,1476.88,196.6153,2022-09-15 21:12:59.999,290295.824733,441.0,122.8077,181324.801578,0.0,19779.07,19780.56,19768.62,19772.03,120.58666,2384463.6103429,2015.0,56.6883,1120987.4590974,0.0
2022-09-15 21:13:00,1476.87,1478.77,1476.87,1478.08,205.3208,2022-09-15 21:13:59.999,303454.366604,517.0,128.8652,190456.113533,0.0,19772.86,19781.08,19770.24,19773.36,128.86013,2548323.8012099,2343.0,70.93442,1402808.5878883,0.0
2022-09-15 21:14:00,1478.09,1480.0,1477.59,1479.52,228.4815,2022-09-15 21:14:59.999,337900.126524,517.0,90.1481,133334.634896,0.0,19772.55,19788.18,19768.42,19781.47,135.20801,2674432.357363,2976.0,70.5496,1395437.2188787,0.0
2022-09-15 21:15:00,1479.51,1479.52,1477.33,1477.43,146.8905,2022-09-15 21:15:59.999,217134.917133,534.0,68.205,100818.123982,0.0,19781.47,19781.47,19768.27,19770.33,113.36851,2241684.3622597,2483.0,60.12408,1188891.330386,0.0
2022-09-15 21:16:00,1477.43,1477.43,1475.24,1477.41,214.2753,2022-09-15 21:16:59.999,316316.35225,450.0,95.8268,141462.588467,0.0,19770.48,19775.05,19758.46,19773.35,138.83762,2744389.0021364,2972.0,65.72253,1299146.6552771,0.0
2022-09-15 21:17:00,1477.4,1478.53,1477.03,1477.9,133.5826,2022-09-15 21:17:59.999,197407.953952,445.0,59.8901,88498.851874,0.0,19773.35,19782.32,19770.97,19775.82,87.54948,1731422.1192846,2347.0,41.91465,828953.9285605,0.0
2022-09-15 21:18:00,1477.9,1479.0,1477.89,1478.25,99.716,2022-09-15 21:18:59.999,147421.784252,307.0,64.3944,95200.46144,0.0,19775.24,19786.93,19774.24,19778.57,112.2558,2220409.6498769,2032.0,51.45813,1017812.7559632,0.0
2022-09-15 21:19:00,1478.26,1479.64,1477.83,1479.37,207.7589,2022-09-15 21:19:59.999,307203.307744,502.0,89.2063,131895.269948,0.0,19777.85,19787.66,19771.85,19785.55,123.3684,2440327.7991827,2284.0,54.73771,1082755.4518821,0.0
2022-09-15 21:20:00,1479.37,1479.74,1478.26,1479.32,351.3288,2022-09-15 21:20:59.999,519680.134184,654.0,248.6966,367847.512364,0.0,19785.44,19789.7,19775.17,19777.54,137.10497,2712222.4422823,2659.0,70.35176,1391678.1040959,0.0
2022-09-15 21:21:00,1479.31,1480.29,1478.69,1480.08,191.2924,2022-09-15 21:21:59.999,283036.462095,485.0,121.821,180254.167327,0.0,19777.54,19778.73,19770.63,19776.27,112.47618,2224241.6865044,2175.0,60.60678,1198532.3063823,0.0
2022-09-15 21:22:00,1480.08,1481.75,1480.06,1481.2,255.4074,2022-09-15 21:22:59.999,378252.652526,475.0,183.7956,272181.051787,0.0,19775.71,19789.64,19773.29,19786.51,122.05374,2414483.762976,2313.0,65.69772,1299602.2545763,0.0
2022-09-15 21:23:00,1481.19,1481.2,1479.52,1480.6,146.0189,2022-09-15 21:23:59.999,216162.796536,400.0,78.9847,116917.027989,0.0,19786.51,19786.51,19770.61,19778.74,103.77306,2052417.8841858,2105.0,46.00927,909945.3841079,0.0
2022-09-15 21:24:00,1480.61,1482.36,1480.31,1482.36,203.57,2022-09-15 21:24:59.999,301539.082272,422.0,121.5477,180044.110546,0.0,19779.55,19788.07,19772.8,19785.52,111.14494,2198413.3370259,1951.0,58.5949,1158974.0675621,0.0
2022-09-15 21:25:00,1482.36,1482.36,1480.32,1480.33,291.9638,2022-09-15 21:25:59.999,432344.839354,409.0,180.8491,267774.138079,0.0,19785.52,19785.87,19770.81,19772.32,110.79171,2191016.2475534,2230.0,55.82329,1103965.9216949,0.0
2022-09-15 21:26:00,1480.33,1481.84,1480.32,1481.17,199.9559,2022-09-15 21:26:59.999,296098.831665,392.0,125.2887,185521.512555,0.0,19772.32,19784.15,19771.91,19782.78,92.76024,1834586.799135,2083.0,46.04896,910774.7869036,0.0
2022-09-15 21:27:00,1481.17,1482.0,1480.86,1480.88,303.9677,2022-09-15 21:27:59.999,450340.313901,413.0,165.2322,244789.770878,0.0,19782.78,19795.87,19782.78,19792.85,181.26468,3587370.3497746,2696.0,74.30628,1470615.5347785,0.0
2022-09-15 21:28:00,1480.88,1481.14,1479.43,1479.44,181.6304,2022-09-15 21:28:59.999,268892.27578,336.0,86.9998,128807.164265,0.0,19793.9,19797.93,19790.0,19790.66,112.02504,2217297.6156674,2074.0,45.82603,907066.8396785,0.0
2022-09-15 21:29:00,1479.44,1480.19,1479.17,1479.43,145.4224,2022-09-15 21:29:59.999,215165.096975,315.0,99.6206,147393.432906,0.0,19790.66,19797.56,19786.73,19791.68,136.80381,2707540.3509804,2220.0,62.11734,1229409.5289542,0.0
2022-09-15 21:30:00,1479.43,1480.42,1478.88,1479.99,356.4434,2022-09-15 21:30:59.999,527382.794632,675.0,254.4155,376409.0952,0.0,19792.68,19798.38,19776.8,19786.93,198.62257,3930384.3479773,3217.0,88.34982,1748332.2422725,0.0
2022-09-15 21:31:00,1480.0,1481.66,1479.68,1481.48,247.722,2022-09-15 21:31:59.999,366760.335409,521.0,143.0678,211797.602042,0.0,19787.91,19803.99,19783.29,19800.48,156.94851,3106527.5066663,2949.0,89.33581,1768255.511496,0.0
2022-09-15 21:32:00,1481.48,1481.49,1479.73,1479.73,219.1706,2022-09-15 21:32:59.999,324477.798359,456.0,92.7197,137255.275006,0.0,19800.48,19801.55,19787.56,19794.02,122.98442,2434510.1100015,2378.0,50.43855,998452.3443422,0.0
2022-09-15 21:33:00,1479.74,1479.74,1478.92,1479.25,108.1999,2022-09-15 21:33:59.999,160048.352164,275.0,65.7196,97208.343034,0.0,19792.97,19794.39,19781.43,19784.38,95.59266,1891341.2966065,1868.0,42.51295,841138.8025361,0.0
2022-09-15 21:34:00,1479.25,1479.9,1478.8,1479.64,411.2467,2022-09-15 21:34:59.999,608352.080134,549.0,297.8788,440626.250044,0.0,19784.38,19784.86,19769.02,19773.16,112.74331,2229655.9403754,2279.0,58.51698,1157279.7117911,0.0
2022-09-15 21:35:00,1479.65,1480.34,1478.29,1478.29,300.078,2022-09-15 21:35:59.999,443976.921318,576.0,132.1122,195466.254677,0.0,19773.74,19785.3,19769.0,19769.0,119.22974,2358077.1740794,2404.0,51.59541,1020445.8656593,0.0
2022-09-15 21:36:00,1478.32,1478.32,1476.33,1476.85,245.335,2022-09-15 21:36:59.999,362323.377567,499.0,114.224,168686.971955,0.0,19769.0,19770.09,19759.1,19762.41,177.28323,3503506.5675811,2643.0,99.3709,1963784.5381139,0.0
2022-09-15 21:37:00,1476.85,1477.62,1476.5,1477.58,330.596,2022-09-15 21:37:59.999,488244.373835,537.0,122.7848,181346.91738,0.0,19761.46,19766.7,19750.39,19764.57,160.61142,3173664.5315147,3097.0,55.18432,1090500.7240826,0.0
2022-09-15 21:38:00,1477.58,1477.92,1476.5,1477.72,335.7874,2022-09-15 21:38:59.999,496123.329749,533.0,256.5439,379061.255966,0.0,19763.7,19770.04,19755.5,19766.99,115.03714,2273560.0761985,2281.0,55.97601,1106260.5631678,0.0
2022-09-15 21:39:00,1477.73,1478.0,1476.94,1477.99,235.849,2022-09-15 21:39:59.999,348440.598581,429.0,116.9299,172747.924424,0.0,19767.51,19782.96,19760.86,19777.23,118.19584,2336639.7152545,2395.0,70.5346,1394464.1239343,0.0
2022-09-15 21:40:00,1478.0,1478.41,1477.76,1478.12,100.4215,2022-09-15 21:40:59.999,148431.651239,252.0,42.057,62161.507838,0.0,19777.23,19781.96,19774.85,19778.78,91.43772,1808500.67765,2146.0,44.69907,884092.0453269,0.0
